build_year,lat,living_area,long,municipality_name,zipcode,num_rooms,object_type_name,price,water_percentage_1000,travel_time_private_transport,travel_time_public_transport,number_of_buildings_in_hectare,number_of_apartments_in_hectare,number_of_workplaces_in_hectare,number_of_workplaces_sector_1_in_hectare,number_of_workplaces_sector_2_in_hectare,number_of_workplaces_sector_3_in_hectare,population_in_hectare
2019,47.104644775390604,126.0,7.24556732177734,Bellmund,2564,5.0,Wohnung,830000.0,0.00018440472432764305,25.0,51.0,1,1.0,0,0,0,0,0
2018,47.4671974182129,103.0,8.332729339599611,Wettingen,5430,4.0,Wohnung,880000.0,0.0001388933713569373,15.0,19.0,10,24.0,10,3,3,7,58
2018,46.828128814697294,124.0,9.288947105407713,Flims,7018,4.0,Wohnung,880000.0,0.01856345798922416,78.0,119.0,10,63.0,5,0,0,5,87
2012,47.66877746582029,142.0,9.089091300964359,Ermatingen,8272,4.0,Wohnung,735000.0,0.3799573879081825,42.0,93.0,2,9.0,3,0,0,3,16
2018,47.1621627807617,124.0,8.10883235931396,Oberkirch,6208,5.0,Wohnung,900000.0,0.011245553894542524,45.0,57.0,0,0.0,0,0,0,0,0
2016,47.3029289245605,132.0,8.048764228820799,Schöftland,5040,4.0,Wohnung,855000.0,0.0,33.0,55.0,3,30.0,0,0,0,0,61
1980,46.1181564331055,125.0,8.70823764801025,Brissago,6614,4.0,Wohnung,890000.0,0.3388457925681712,41.0,89.0,7,44.0,0,0,0,0,12
1996,47.08699035644529,109.0,8.43203830718994,Küssnacht (SZ),6403,4.0,Wohnung,890000.0,0.05850932787127431,26.0,54.0,5,21.0,3,0,0,3,41
2012,47.5603256225586,133.0,7.9036564826965305,Wallbach,4323,5.0,Sonstiges,890000.0,0.055928503598215856,21.0,41.0,14,17.0,6,3,0,5,48
1983,47.575798034668,152.0,8.52283573150635,Eglisau,8193,5.0,Sonstiges,835000.0,0.08018732262532889,18.0,23.0,6,24.0,12,0,0,12,33
2019,46.622287750244105,136.0,7.0761017799377415,Bulle,1630,5.0,Wohnung,850000.0,0.0001913930679770088,30.0,56.0,0,0.0,0,0,0,0,0
2019,46.6223068237305,136.0,7.07580137252808,Bulle,1630,5.0,Wohnung,850000.0,0.0001913930679770088,30.0,56.0,0,0.0,0,0,0,0,0
2018,47.570743560790994,149.0,8.596179962158201,Berg am Irchel,8415,5.0,Sonstiges,820000.0,0.00033431162316675426,25.0,53.0,15,18.0,3,0,3,0,34
2018,47.0655937194824,157.0,7.73577165603638,Affoltern im Emmental,3416,6.0,Wohnung,890000.0,0.0,29.0,70.0,5,8.0,4,0,3,3,14
2018,47.18091201782229,110.0,8.87435340881348,Galgenen,8854,4.0,Wohnung,870000.0,0.008386716291498111,23.0,54.0,13,55.0,9,3,0,7,116
2005,47.076568603515604,164.0,8.33214569091797,Ebikon,6030,5.0,Wohnung,865000.0,0.033765022152712015,31.0,51.0,14,48.0,5,0,0,5,132
2017,47.2715377807617,135.0,8.91091537475586,Wald (ZH),8636,5.0,Wohnung,860000.0,0.0018849045656747629,26.0,40.0,8,12.0,3,0,3,0,26
2017,46.65259170532229,154.0,7.05297088623047,Marsens,1633,5.0,Sonstiges,810000.0,0.0,31.0,78.0,2,5.0,0,0,0,0,17
2016,47.3465347290039,150.0,8.276318550109862,Wohlen (AG),5610,4.0,Wohnung,840000.0,0.0,22.0,30.0,17,27.0,3,0,0,3,62
2018,46.88427734375,116.0,7.6221199035644505,Konolfingen,3510,4.0,Wohnung,895000.0,0.0,15.0,23.0,11,29.0,0,0,0,0,72
2017,46.87956237792971,169.0,9.52741813659668,Haldenstein,7023,5.0,Sonstiges,895000.0,0.03775227804779503,64.0,90.0,15,48.0,3,0,3,3,106
2018,47.36499404907229,132.0,9.07496738433838,Bütschwil-Ganterschwil,9606,4.0,Wohnung,835000.0,0.03517970660575998,41.0,68.0,6,14.0,3,0,0,3,22
2007,47.3135986328125,103.0,8.46767616271973,Bonstetten,8906,3.0,Wohnung,920000.0,0.0008140288229888107,14.0,15.0,6,17.0,3,0,3,3,32
2016,47.4619827270508,114.0,8.21087265014648,Hausen (AG),5212,4.0,Wohnung,840000.0,0.0003099782530396953,19.0,39.0,7,25.0,10,0,3,7,53
2016,47.3463134765625,150.0,8.27597904205322,Wohlen (AG),5610,4.0,Wohnung,820000.0,0.0,22.0,30.0,13,25.0,3,3,3,3,35
2018,46.9553413391113,108.0,8.33990478515625,Ennetmoos,6372,4.0,Wohnung,840000.0,0.0,48.0,98.0,1,1.0,0,0,0,0,0
2001,46.209114074707,123.0,6.86580896377563,Val-d'Illiez,1873,5.0,Wohnung,850000.0,0.0,41.0,92.0,11,57.0,0,0,0,0,6
2018,47.4902763366699,115.0,8.21936130523682,Brugg,5200,4.0,Wohnung,825000.0,0.06792847769474987,23.0,24.0,5,17.0,3,0,0,3,36
2018,47.32328033447271,131.0,8.20558738708496,Seengen,5707,4.0,Wohnung,850000.0,0.0967871189359759,31.0,53.0,6,22.0,4,0,3,3,39
2013,47.0223197937012,121.0,8.2917947769165,Kriens,6010,3.0,Wohnung,960000.0,0.0,34.0,79.0,4,36.0,3,0,3,3,124
2018,46.9580955505371,144.0,7.52422332763672,Stettlen,3066,3.0,Wohnung,960000.0,0.0,8.0,19.0,6,38.0,7,0,3,6,72
2017,46.28703308105471,150.0,7.5342378616333,Sierre,3960,4.0,Wohnung,850000.0,0.046451367706924936,61.0,76.0,12,13.0,3,0,3,0,38
2015,46.174617767334006,160.0,8.80330562591553,Muralto,6600,4.0,Wohnung,870000.0,0.1390248621671181,33.0,57.0,8,28.0,6,0,0,6,20
2009,46.3542060852051,93.0,7.15035676956177,Ormont-Dessus,1865,4.0,Wohnung,800000.0,0.0,44.0,88.0,4,26.0,3,0,3,0,20
2017,46.8465805053711,107.0,6.8439621925354,Estavayer-le-Lac,1470,4.0,Wohnung,820000.0,0.16306244687322194,30.0,59.0,6,9.0,6,0,3,4,10
2018,47.3707809448242,150.0,9.42045879364014,Bühler,9055,4.0,Wohnung,960000.0,0.00035472177429936584,55.0,111.0,1,1.0,0,0,0,0,3
2015,46.90087890625,93.0,9.56315231323242,Trimmis,7203,3.0,Wohnung,975000.0,0.002424763678698814,65.0,99.0,14,31.0,3,3,0,3,74
2010,47.55966567993161,151.0,7.84456968307495,Möhlin,4313,4.0,Wohnung,955000.0,0.0,16.0,29.0,7,27.0,8,0,0,8,43
1968,46.1763496398926,112.0,8.819356918334961,Minusio,6648,4.0,Wohnung,850000.0,0.3003972571745876,33.0,72.0,4,23.0,3,0,0,3,35
2014,47.259822845459006,72.0,8.58833980560303,Horgen,8810,3.0,Wohnung,965000.0,0.12184580946543745,15.0,12.0,3,13.0,10,0,3,7,11
2020,46.7957649230957,86.0,9.83113384246826,Davos,7270,3.0,Wohnung,950000.0,0.010027027717820058,95.0,141.0,3,17.0,5,0,3,3,30
2013,47.5130615234375,97.0,7.60013675689697,Reinach (BL),4153,3.0,Wohnung,995000.0,0.004755235118503799,12.0,15.0,9,11.0,3,0,3,3,22
2004,46.17700576782229,200.0,8.81433486938477,Minusio,6648,6.0,Wohnung,900000.0,0.17233363563725804,33.0,72.0,12,60.0,17,0,3,16,107
1977,46.7938079833984,46.0,9.82312870025635,Davos,7270,2.0,Wohnung,330000.0,0.007664552397489602,95.0,141.0,6,32.0,4,0,0,4,37
2018,47.42794036865229,124.0,8.301816940307619,Niederrohrdorf,5443,4.0,Wohnung,850000.0,0.0,19.0,38.0,7,26.0,3,0,0,3,44
2011,47.185508728027294,76.0,8.51855373382568,Baar,6340,2.0,Wohnung,940000.0,0.0012595959187171365,22.0,22.0,3,30.0,18,0,0,18,134
1956,47.5376319885254,90.0,7.5980720520019505,Basel,4053,4.0,Wohnung,925000.0,0.00011159250343838368,0.0,0.0,23,56.0,8,0,3,7,123
2015,47.2459602355957,115.0,8.7758846282959,Hombrechtikon,8634,4.0,Wohnung,985000.0,0.0005015419146283497,22.0,39.0,10,31.0,0,0,0,0,80
2018,47.4351463317871,153.0,8.20200634002686,Birr,5242,5.0,Wohnung,840000.0,0.00039007136925003135,22.0,35.0,6,6.0,3,0,3,0,15
2018,46.25255966186521,129.0,6.95015144348145,Monthey,1870,4.0,Wohnung,872528.0,0.0091675024824355,33.0,57.0,8,40.0,29,0,3,27,84
2017,47.29837799072271,124.0,8.39390277862549,Jonen,8916,4.0,Wohnung,840000.0,0.026121100842373776,17.0,28.0,10,15.0,0,0,0,0,36
2017,47.002658843994105,131.0,9.49805068969727,Bad Ragaz,7310,4.0,Wohnung,805000.0,0.008810051507929724,56.0,72.0,8,57.0,3,0,0,3,51
2017,46.04740905761721,137.0,8.9902868270874,Lugano,6965,3.0,Wohnung,950000.0,0.0,8.0,18.0,3,5.0,0,0,0,0,9
1995,47.265796661377,101.0,8.67519474029541,Uetikon am See,8707,4.0,Wohnung,970000.0,0.0933064845417508,19.0,17.0,7,31.0,3,3,0,3,52
1994,47.3466186523438,106.0,8.722568511962889,Uster,8610,4.0,Wohnung,945000.0,0.010037465594362137,13.0,11.0,8,42.0,3,0,0,3,82
2012,47.28291320800779,119.0,8.40932178497314,Ottenbach,8913,3.0,Wohnung,939000.0,0.0,16.0,35.0,5,26.0,3,0,0,3,52
2019,46.00546646118161,76.0,8.969651222229,Lugano,6900,3.0,Wohnung,995000.0,0.2769194603992081,0.0,0.0,4,12.0,13,0,3,10,7
1992,47.1969718933105,102.0,8.71175956726074,Wollerau,8832,3.0,Wohnung,960000.0,0.09280735756353917,18.0,29.0,13,21.0,7,0,3,6,67
2001,46.4599266052246,127.0,7.4407486915588406,Lenk,3775,4.0,Wohnung,990000.0,0.0015023493712580387,54.0,108.0,7,39.0,0,0,0,0,12
1981,45.9245376586914,118.0,8.9178409576416,Morcote,6922,3.0,Wohnung,980000.0,0.5142777899160289,15.0,31.0,6,17.0,0,0,0,0,18
1995,47.515739440918,110.0,7.5545158386230495,Oberwil (BL),4104,3.0,Sonstiges,935000.0,0.0,9.0,19.0,11,56.0,6,0,0,6,96
2018,47.7089729309082,136.0,8.62578296661377,Schaffhausen,8200,4.0,Wohnung,939000.0,0.0024232999717645515,34.0,48.0,7,8.0,3,0,0,3,20
2015,46.004974365234396,135.0,8.96030235290527,Lugano,6900,4.0,Wohnung,990000.0,0.3638547559872637,0.0,0.0,0,0.0,6,0,0,6,0
2003,47.3324775695801,106.0,8.81870746612549,Wetzikon (ZH),8623,4.0,Wohnung,950000.0,0.0013446004047657663,20.0,17.0,14,23.0,3,0,0,3,73
2016,47.2111968994141,122.0,7.99235200881958,Dagmersellen,6252,4.0,Wohnung,968000.0,0.0,40.0,54.0,7,13.0,3,0,3,3,30
1870,47.21386337280271,151.0,7.526676177978518,Solothurn,4500,4.0,Sonstiges,950000.0,0.00010444891457131388,30.0,52.0,1,6.0,0,0,0,0,6
1978,46.1059074401855,74.0,7.232243537902829,Bagnes,1936,3.0,Wohnung,990000.0,0.0002684576505750181,59.0,86.0,3,14.0,0,0,0,0,4
2018,47.521820068359396,115.0,8.35836029052734,Schneisingen,5425,4.0,Sonstiges,980000.0,0.0,22.0,38.0,5,5.0,3,0,3,0,11
2008,46.831695556640604,85.0,9.29264736175537,Flims,7018,4.0,Wohnung,950000.0,0.0,78.0,119.0,10,30.0,0,0,0,0,7
2019,47.424861907959006,121.0,7.774681568145749,Hölstein,4434,3.0,Wohnung,981000.0,0.00967393602731796,22.0,35.0,7,7.0,0,0,0,0,18
2019,47.4068069458008,65.0,8.56055736541748,Zürich,8050,2.0,Wohnung,990000.0,0.003758924584664279,0.0,0.0,13,52.0,3,0,0,3,146
1997,47.5284423828125,137.0,7.650798797607419,Muttenz,4132,4.0,Sonstiges,995000.0,0.0,9.0,8.0,5,24.0,10,0,6,4,47
2015,47.1752433776855,128.0,8.89525890350342,Galgenen,8854,4.0,Wohnung,950000.0,0.01540205166524218,23.0,54.0,7,40.0,3,0,0,3,101
2013,47.47139739990229,115.0,7.59758758544922,Aesch (BL),4147,4.0,Wohnung,920000.0,0.018115242259276944,11.0,14.0,7,44.0,3,0,3,3,98
1996,47.3932304382324,120.0,8.607386589050291,Dübendorf,8600,4.0,Wohnung,940000.0,0.0069008213246926344,8.0,4.0,7,56.0,3,0,0,3,117
2019,46.4628372192383,102.0,6.3449592590332005,Rolle,1180,4.0,Wohnung,950000.0,0.2801977638714803,18.0,23.0,10,12.0,6,0,3,5,38
2018,47.496673583984396,102.0,9.455362319946287,Horn,9326,3.0,Wohnung,920000.0,0.3439460746494909,55.0,97.0,0,0.0,0,0,0,0,0
2016,47.1752815246582,121.0,8.8948860168457,Galgenen,8854,4.0,Wohnung,920000.0,0.015527941657284303,23.0,54.0,7,26.0,4,3,0,3,51
2016,47.09931945800779,108.0,8.27277660369873,Rothenburg,6023,4.0,Wohnung,957000.0,0.0052610914701460105,32.0,71.0,5,50.0,3,0,0,3,132
1990,46.094757080078104,90.0,7.2197699546814,Bagnes,1936,3.0,Wohnung,985000.0,0.0,59.0,86.0,8,11.0,3,0,0,3,24
2003,47.4260482788086,114.0,8.5717248916626,Opfikon,8152,4.0,Wohnung,930000.0,0.012017915647239549,8.0,3.0,12,47.0,5,0,0,5,91
1019,47.0021781921387,121.0,9.55671501159668,Jenins,7307,4.0,Wohnung,990000.0,0.0,58.0,84.0,23,39.0,6,5,0,3,89
2017,47.4660415649414,120.0,8.57934951782227,Kloten,8302,4.0,Wohnung,995000.0,0.0015910032074050535,9.0,7.0,7,48.0,0,0,0,0,31
2016,47.3056831359863,146.0,7.902197360992429,Rothrist,4852,4.0,Wohnung,965000.0,0.016165669097380292,32.0,41.0,3,11.0,3,0,0,3,25
2006,46.4692039489746,120.0,6.34011697769165,Mont-sur-Rolle,1185,4.0,Wohnung,945000.0,7.017961365931877e-05,18.0,34.0,8,28.0,5,0,0,5,66
2011,46.0094184875488,120.0,8.96303462982178,Lugano,6900,3.0,Wohnung,950000.0,0.12352795982121148,0.0,0.0,4,40.0,7,0,3,4,129
2019,47.374050140380895,121.0,8.0455265045166,Unterentfelden,5035,4.0,Wohnung,930000.0,0.0,33.0,39.0,7,11.0,0,0,0,0,14
1972,47.0450248718262,120.0,8.287379264831541,Luzern,6003,4.0,Wohnung,995000.0,0.0,31.0,48.0,3,14.0,0,0,0,0,26
2018,47.3703117370605,100.0,8.37871265411377,Rudolfstetten-Friedlisberg,8964,4.0,Wohnung,998000.0,0.00033818801618137027,13.0,21.0,6,9.0,0,0,0,0,17
2019,47.293853759765604,161.0,7.72955179214478,Oensingen,4702,4.0,Wohnung,955000.0,0.0058360526844012115,33.0,45.0,10,13.0,3,0,0,3,32
1995,46.6591644287109,82.0,7.701651096343991,Aeschi bei Spiez,3703,3.0,Wohnung,470000.0,0.0,27.0,54.0,4,15.0,3,0,0,3,25
1968,46.4997024536133,68.0,9.83531093597412,St. Moritz,7500,2.0,Wohnung,990000.0,0.09461023558677224,99.0,203.0,4,30.0,0,0,0,0,17
2019,47.104915618896506,120.0,7.24583196640015,Bellmund,2564,4.0,Wohnung,950000.0,0.00018440472432764305,25.0,51.0,2,3.0,3,0,3,3,3
1969,46.097007751464794,97.0,7.2346696853637695,Bagnes,1936,4.0,Wohnung,980000.0,0.0002684576505750181,59.0,86.0,9,10.0,3,0,0,3,5
2019,47.2547492980957,91.0,8.59707832336426,Horgen,8810,2.0,Wohnung,920000.0,0.08965089666326359,15.0,12.0,12,32.0,3,0,0,3,70
2018,47.2660903930664,156.0,8.85197448730469,Dürnten,8632,4.0,Sonstiges,995000.0,0.014178181853096853,24.0,33.0,14,28.0,0,0,0,0,52
2019,47.43619537353521,100.0,9.383749008178713,St. Gallen,9008,2.0,Wohnung,995000.0,0.00036517938931781267,48.0,71.0,12,43.0,3,0,0,3,63
2018,46.9843215942383,140.0,9.57147789001465,Malans,7208,4.0,Wohnung,990000.0,0.0,59.0,76.0,7,22.0,3,3,0,0,39
2018,46.2292633056641,176.0,7.35831356048584,Sion,1950,5.0,Wohnung,990000.0,0.028133308416087556,55.0,60.0,11,65.0,40,0,6,34,99
2010,46.978336334228494,114.0,7.4831976890564,Ittigen,3063,3.0,Wohnung,910000.0,0.0,7.0,8.0,13,14.0,3,0,0,3,33
2020,47.5093460083008,144.0,8.76304817199707,Winterthur,8404,4.0,Sonstiges,995000.0,0.00525980399912096,16.0,17.0,0,0.0,0,0,0,0,0
2012,47.1276168823242,136.0,8.74148654937744,Einsiedeln,8840,4.0,Wohnung,990000.0,0.009703030663742136,27.0,42.0,6,35.0,4,0,0,4,76
2009,47.3491897583008,163.0,8.28208827972412,Wohlen (AG),5610,4.0,Wohnung,990000.0,0.0,22.0,30.0,11,42.0,3,0,0,3,89
1982,46.095947265625,63.0,7.23495817184448,Bagnes,1936,2.0,Wohnung,960000.0,0.0002684576505750181,59.0,86.0,10,11.0,0,0,0,0,8
2019,47.3728828430176,116.0,8.641345977783201,Fällanden,8117,3.0,Wohnung,925000.0,0.011911037764036046,7.0,8.0,7,46.0,3,0,3,3,68
2018,46.7920417785645,105.0,9.81725025177002,Davos,7270,4.0,Wohnung,940000.0,0.00653340785089058,95.0,141.0,7,60.0,3,0,0,3,22
2016,46.157497406005895,111.0,8.78077602386475,Ascona,6612,3.0,Wohnung,980000.0,0.040440383824583065,35.0,74.0,10,31.0,3,0,0,3,19
2015,47.41263580322271,133.0,7.5487551689147905,Breitenbach,4226,4.0,Wohnung,950000.0,0.0,20.0,33.0,4,7.0,3,0,0,3,16
2018,47.500373840332,91.0,7.59269571304321,Reinach (BL),4153,3.0,Wohnung,995000.0,0.0009614829698296184,12.0,15.0,18,41.0,3,0,0,3,83
2019,47.2363624572754,177.0,7.6045560836792,Flumenthal,4534,4.0,Wohnung,980000.0,0.04381976027475712,30.0,63.0,9,9.0,3,0,0,3,19
2018,47.45133209228521,136.0,9.01499652862549,Sirnach,8371,3.0,Wohnung,910000.0,0.0,31.0,47.0,2,2.0,0,0,0,0,3
1972,46.776515960693395,141.0,9.670952796936039,Arosa,7050,4.0,Wohnung,955000.0,0.00668774460550352,90.0,154.0,3,19.0,3,0,0,3,17
2018,47.189388275146506,120.0,8.89725303649902,Wangen (SZ),8855,4.0,Wohnung,930000.0,0.01158221144494725,26.0,37.0,2,2.0,0,0,0,0,5
2018,47.311107635498,120.0,8.72110652923584,Mönchaltorf,8617,4.0,Wohnung,995000.0,0.00034773159772281693,15.0,29.0,20,29.0,3,0,3,3,57
2018,47.0064811706543,105.0,9.507819175720213,Bad Ragaz,7310,3.0,Wohnung,950000.0,0.061467293767915675,56.0,72.0,2,3.0,0,0,0,0,3
2019,47.6598701477051,162.0,9.12369918823242,Tägerwilen,8274,4.0,Wohnung,980000.0,0.1110619831782826,40.0,83.0,0,0.0,0,0,0,0,0
2007,47.452522277832,173.0,8.05187225341797,Densbüren,5026,6.0,Einfamilienhaus,1200000.0,0.0,29.0,55.0,1,1.0,0,0,0,0,3
1977,47.52738952636721,126.0,7.5701179504394505,Bottmingen,4103,4.0,Wohnung,990000.0,0.004107461863577096,6.0,12.0,4,32.0,3,0,0,3,58
1989,46.4173240661621,125.0,6.27532148361206,Gland,1196,4.0,Wohnung,910000.0,0.00018161115215732448,21.0,20.0,2,18.0,17,0,0,17,67
2018,47.51061630249021,180.0,8.02836036682129,Frick,5070,4.0,Wohnung,925000.0,0.00958678533513112,24.0,33.0,9,11.0,3,0,0,3,29
2016,47.32221984863279,125.0,8.49204730987549,Stallikon,8143,4.0,Wohnung,950000.0,0.0008845040852141851,9.0,13.0,8,47.0,0,0,0,0,101
2005,46.148834228515604,75.0,8.73854351043701,Ronco sopra Ascona,6613,2.0,Wohnung,995000.0,0.3767044428298073,40.0,86.0,1,3.0,0,0,0,0,3
1982,47.4283599853516,120.0,8.39197444915771,Oetwil an der Limmat,8955,4.0,Wohnung,960000.0,0.04966249115791497,11.0,26.0,8,68.0,4,0,3,3,127
2008,46.2239456176758,134.0,7.27475833892822,Vétroz,1963,3.0,Wohnung,940000.0,7.670182745034649e-05,53.0,86.0,9,26.0,3,0,0,3,46
1972,46.0912055969238,125.0,7.2217106819152805,Bagnes,1936,4.0,Wohnung,940000.0,0.0,59.0,86.0,9,16.0,4,0,3,3,35
2007,46.7023811340332,135.0,7.73517847061157,Sigriswil,3658,4.0,Wohnung,998000.0,0.3531913395193965,27.0,49.0,9,20.0,3,0,0,3,24
2003,46.630767822265604,75.0,8.05376815795898,Grindelwald,3818,2.0,Wohnung,945000.0,0.0,50.0,98.0,4,20.0,3,0,0,3,7
2018,47.221118927002,158.0,8.99900817871094,Uznach,8730,4.0,Wohnung,1200000.0,0.008874214215007831,30.0,46.0,6,18.0,3,0,3,3,23
2016,47.27733993530271,98.0,8.45101070404053,Affoltern am Albis,8910,2.0,Wohnung,930000.0,0.001494301467690376,15.0,22.0,10,28.0,16,0,0,16,46
2018,47.1939277648926,83.0,8.67693424224854,Richterswil,8833,3.0,Wohnung,955000.0,0.002553114729850132,16.0,24.0,10,10.0,4,0,3,3,25
2010,47.27449035644529,120.0,8.855305671691891,Dürnten,8632,4.0,Wohnung,990000.0,0.006178986608444014,24.0,33.0,1,8.0,0,0,0,0,26
1986,47.2322463989258,130.0,8.85679817199707,Rapperswil-Jona,8645,4.0,Wohnung,950000.0,0.010242400352309935,23.0,31.0,17,31.0,3,0,0,3,69
2019,46.83988189697271,117.0,7.62669563293457,Oberdiessbach,3672,4.0,Wohnung,997000.0,0.0,16.0,37.0,3,5.0,0,0,0,0,12
2019,47.2681884765625,192.0,8.20294284820557,Beinwil am See,5712,4.0,Wohnung,950000.0,0.14406369285181353,35.0,54.0,8,22.0,9,0,3,7,41
2003,46.6308822631836,75.0,8.05410003662109,Grindelwald,3818,2.0,Wohnung,945000.0,0.0,50.0,98.0,4,20.0,3,0,0,3,7
2019,47.5029716491699,113.0,9.40232467651367,Roggwil (TG),9325,4.0,Wohnung,940000.0,0.001963665693744745,55.0,107.0,1,2.0,3,0,0,3,3
2011,47.4737319946289,131.0,9.055501937866213,Wil (SG),9500,4.0,Wohnung,945000.0,0.004217623402239593,33.0,47.0,5,33.0,3,0,0,3,59
2018,47.342124938964794,119.0,8.73423862457275,Uster,8610,4.0,Wohnung,990000.0,0.010440083962284592,13.0,11.0,4,7.0,3,0,0,3,16
2018,47.268436431884794,115.0,8.34085273742676,Muri (AG),5630,3.0,Wohnung,910000.0,0.0,21.0,39.0,10,42.0,0,0,0,0,44
2019,47.12715148925779,157.0,9.31237030029297,Walenstadt,8880,4.0,Wohnung,980000.0,0.032572494506715365,47.0,74.0,4,5.0,3,0,0,3,10
2009,47.2604789733887,135.0,8.85574817657471,Rüti (ZH),8630,4.0,Wohnung,995000.0,0.015031971861696341,23.0,25.0,7,31.0,3,0,0,3,55
1989,47.66352844238279,170.0,8.86337757110596,Stein am Rhein,8260,4.0,Wohnung,920000.0,0.13358542903018433,38.0,63.0,2,6.0,3,0,0,3,11
2013,46.72702407836911,158.0,9.55733108520508,Vaz/Obervaz,7078,3.0,Wohnung,2480000.0,0.0018318640401148094,85.0,120.0,5,34.0,11,3,3,9,15
2006,47.11243057250979,215.0,7.305645942687991,Studen (BE),2557,4.0,Einfamilienhaus,1050000.0,0.0041304197119491045,21.0,35.0,11,15.0,3,0,3,3,38
2018,47.248565673828104,110.0,7.97836637496948,Reiden,6260,4.0,Wohnung,699000.0,0.0030255975130896178,37.0,51.0,0,0.0,0,0,0,0,0
2014,47.793529510498,161.0,8.60815334320068,Bargen (SH),8233,4.0,Einfamilienhaus,790000.0,6.625312315118279e-05,40.0,71.0,4,4.0,0,0,0,0,8
2003,47.4838638305664,110.0,8.56215667724609,Winkel,8185,4.0,Wohnung,920000.0,0.0,14.0,31.0,5,21.0,0,0,0,0,48
2019,47.3764839172363,128.0,8.6405029296875,Fällanden,8117,4.0,Wohnung,950000.0,0.009497028408936988,7.0,8.0,0,0.0,3,0,3,0,0
2017,46.8791084289551,114.0,9.87856388092041,Klosters-Serneus,7250,3.0,Wohnung,980000.0,0.008611844856663943,85.0,112.0,9,42.0,0,0,0,0,22
2015,46.6402816772461,81.0,8.59026527404785,Andermatt,6490,3.0,Wohnung,965000.0,0.03408760716683786,66.0,115.0,6,60.0,0,0,0,0,28
2000,47.5176467895508,140.0,7.55224323272705,Oberwil (BL),4104,4.0,Wohnung,920000.0,0.0,9.0,19.0,10,24.0,3,0,3,3,44
2018,47.0012092590332,124.0,7.41415166854858,Kirchlindach,3038,4.0,Wohnung,980000.0,0.0,10.0,8.0,1,1.0,0,0,0,0,3
2017,47.3898696899414,156.0,8.69133472442627,Volketswil,8604,3.0,Wohnung,940000.0,0.01325492850450214,11.0,18.0,2,2.0,0,0,0,0,0
2016,47.325653076171896,107.0,8.469761848449709,Bonstetten,8906,4.0,Wohnung,960000.0,0.024650622176128286,14.0,15.0,2,20.0,4,0,0,4,37
2018,46.0099563598633,96.0,8.929464340209961,Lugano,6932,2.0,Wohnung,904000.0,0.0,7.0,10.0,7,9.0,3,0,0,3,14
2011,47.5297431945801,125.0,8.54481506347656,Bülach,8180,4.0,Wohnung,970000.0,0.0,14.0,18.0,4,28.0,0,0,0,0,59
2003,47.242191314697294,167.0,8.92361354827881,Eschenbach (SG),8733,4.0,Wohnung,930000.0,0.005691689332263315,28.0,45.0,6,20.0,3,0,0,3,50
2006,47.3130683898926,123.0,8.39339637756348,Oberlunkhofen,8917,4.0,Wohnung,980000.0,3.524916080904527e-05,14.0,23.0,13,29.0,6,0,3,4,52
1982,46.10498046875,63.0,7.23696756362915,Bagnes,1936,2.0,Wohnung,960000.0,0.0002684576505750181,59.0,86.0,11,16.0,0,0,0,0,6
2019,46.182369232177706,112.0,8.81925010681152,Minusio,6648,3.0,Wohnung,995000.0,0.004612303864348443,33.0,72.0,8,12.0,0,0,0,0,11
2017,46.1284980773926,156.0,8.71567344665527,Brissago,6614,4.0,Wohnung,995000.0,0.3768120020735958,41.0,89.0,1,1.0,3,0,0,3,0
1910,47.000091552734396,154.0,7.41674947738647,Kirchlindach,3038,4.0,Wohnung,960000.0,0.0,10.0,8.0,13,29.0,9,0,0,9,59
2003,46.9592475891113,99.0,10.398216247558599,Samnaun,7562,4.0,Sonstiges,985000.0,0.0,161.0,247.0,4,22.0,0,0,0,0,3
2019,47.4970817565918,118.0,8.70216464996338,Winterthur,8406,4.0,Wohnung,925000.0,0.013459008326739635,16.0,17.0,9,51.0,3,0,3,0,103
1969,46.0972213745117,97.0,7.2192554473877,Bagnes,1936,4.0,Wohnung,980000.0,0.0,59.0,86.0,11,30.0,9,0,3,8,47
2017,47.4225540161133,183.0,7.4996862411499,Laufen,4242,4.0,Sonstiges,995000.0,0.014313846566138376,19.0,23.0,18,65.0,25,0,3,22,112
2018,47.037326812744105,120.0,8.270204544067381,Kriens,6010,3.0,Wohnung,910000.0,0.0,34.0,79.0,15,18.0,3,0,0,3,56
1990,46.1052436828613,90.0,7.228327751159671,Bagnes,1936,3.0,Wohnung,985000.0,0.0002684576505750181,59.0,86.0,8,53.0,3,0,0,3,15
2018,47.27596282958979,94.0,8.330287933349611,Muri (AG),5630,3.0,Wohnung,920000.0,0.0,21.0,39.0,4,4.0,3,0,3,3,11
2015,47.149261474609396,152.0,9.14943885803223,Amden,8873,4.0,Wohnung,980000.0,0.0,38.0,73.0,7,14.0,4,0,3,3,27
2006,47.4598503112793,159.0,9.393025398254393,Wittenbach,9300,6.0,Wohnung,890000.0,0.0057953634088640975,51.0,88.0,8,25.0,7,0,0,7,51
2020,47.5073165893555,118.0,9.43421745300293,Arbon,9320,5.0,Wohnung,940000.0,0.2563727186095095,57.0,93.0,0,0.0,3,0,0,3,0
2013,47.14982604980471,182.0,9.14103889465332,Amden,8873,4.0,Wohnung,985000.0,0.0,38.0,73.0,6,31.0,5,0,0,5,57
